"samaccountname","passwordlastset","passwordneverexpires"
"con-cahire","26/02/2020 15:24:30","False"
"con-acmoura","05/02/2020 15:08:37","False"
"con-rsilva4","19/02/2020 17:46:20","False"
"con-glinhares","03/12/2019 16:53:21","False"
"con-nindeshm","26/02/2020 15:23:18","False"
"con-amelo",,"False"
"con-kurajput","12/03/2020 09:12:32","False"
"con-matsilva",,"False"
"con-ponagar","14/03/2020 00:51:13","False"
"con-hdantas","29/10/2019 00:20:08","False"
"con-mayoliveira","22/04/2019 23:46:43","False"
"con-anumishr","25/03/2020 09:55:19","False"
"con-trodrigues","21/03/2020 21:52:56","False"
"con-pshranga",,"False"
"con-jsingh10",,"False"
"con-felima","23/03/2020 10:26:13","False"
"con-anbarge","12/03/2020 21:43:38","False"
"con-rborges","18/02/2020 05:46:54","False"
"con-aanunciacao","23/01/2020 14:50:46","False"
"con-snshinde",,"False"
"con-rkissu",,"False"
"con-chegshet","10/03/2020 02:58:06","False"
"con-gshinde",,"False"
"con-skhosla",,"False"
"con-efagundes","18/06/2019 00:14:51","False"
"con-aksmore","13/03/2020 15:34:12","False"
"con-enascimet","06/03/2020 10:29:27","False"
"con-fbergstrom","04/03/2020 09:10:42","False"
"con-udombale",,"False"
"con-akyal",,"False"
"con-fgurian","17/01/2020 10:23:25","False"
"con-araichur","09/03/2020 15:05:58","False"
"con-felmacha",,"False"
"con-romendonca",,"False"
"con-pbhadole","15/03/2020 08:36:35","False"
"con-dbezerra",,"False"
"con-pbangde","14/03/2020 20:10:53","False"
"con-fzani",,"False"
"con-cescolastico",,"False"
"con-nchincho","09/03/2020 00:24:42","False"
"con-dpulido",,"False"
"con-esilva",,"False"
"con-fiamnhuqui",,"False"
"con-gstranieri","23/02/2020 01:12:00","False"
"con-dsanto21","06/03/2020 21:29:45","False"
"con-fzanuto",,"False"
"con-gconink","29/02/2020 07:50:35","True"
"con-ggrandelli",,"False"
"con-lsecolo",,"False"
"con-grsouza","30/01/2020 02:46:19","False"
"con-maoki",,"False"
"con-wmuniz",,"False"
"con-lsantos8",,"False"
"con-edlima","18/12/2019 13:45:59","False"
"con-yusantos","18/12/2019 13:52:03","False"
"con-jesilva","19/03/2020 09:49:52","False"
"con-jrsouza","19/03/2020 09:47:05","False"
"con-gkrueger","18/02/2019 17:36:05","False"
"con-mferna45","23/01/2020 09:06:33","False"
"con-gnery","29/03/2019 13:28:44","False"
"con-ltartaro","13/06/2019 20:46:36","False"
"con-AMROSSI",,"False"
"con-gsilva26","05/03/2020 15:05:55","False"
"con-lzeplin","15/02/2020 02:17:32","False"
"CON-HBORA",,"False"
"teste.oab","20/08/2018 10:25:23","False"
"con-mcornazzani","21/08/2019 17:58:24","False"
"con-masilva","07/09/2019 22:02:44","False"
"con-musantos","05/02/2020 09:00:10","False"
"con-ncorassini","23/05/2019 17:33:52","False"
"con-mcornazz",,"False"
"con-oaraujo","13/02/2020 09:16:42","False"
"con-BSANTOS7","21/01/2020 21:48:59","False"
"con-blira",,"False"
"con-omundt","24/01/2020 18:20:40","False"
"con-lgoetten",,"False"
"con-rbock","26/03/2020 10:30:54","False"
"con-gcolzani","22/08/2019 21:05:28","False"
"con-rbraatz","18/02/2020 04:57:00","False"
"con-ysilva",,"False"
"con-alivi",,"False"
"con-ricosta","08/02/2020 01:07:56","False"
"con-azipt",,"False"
"con-fwehmeister","07/01/2020 10:28:18","False"
"con-wirodrigues","23/03/2020 11:51:09","False"
"con-asanto22",,"False"
"con-eduperei",,"False"
"con-jjunio14",,"False"
"con-evaltolini",,"False"
"con-josilva",,"False"
"con-lgalera",,"False"
"con-prazini",,"False"
"svc_ansible","30/01/2020 11:34:16","True"
"_SEC_LDAP","27/07/2018 18:01:13","True"
"_netbackup","05/03/2008 09:48:07","True"
"_qualys-scanner","13/11/2018 14:16:06","True"
"_sitescope","14/12/2018 14:07:04","True"
"con-sbustos",,"False"
"ASPNET",,"False"
"krbtgt",,"False"
"Guest","16/12/2004 10:41:51","False"
"con_ccardoso","12/01/2017 13:23:20","False"
"A4D8E4B5-BA4F-491B-9","13/01/2010 11:05:36","False"
"_althora",,"False"
"bamaral",,"False"
"_modelo",,"False"
"F626FADB-D9D2-49C3-B","20/08/2007 15:40:59","False"
"9F850EEB-58E8-4239-9","20/08/2007 15:41:02","False"
"_neoload","28/10/2009 13:34:12","False"
"tpermis","21/10/2006 18:24:28","False"
"_server",,"False"
"EGoulart1",,"False"
"CA-ExMB_PZDEKFSAS1","10/05/2010 10:08:40","False"
"usn-cadastroexpresso","02/10/2009 13:08:15","False"
"CA-ExMB_PZDEKFBDC1","10/05/2010 10:08:32","False"
"_fax_usn",,"False"
"_RRas",,"False"
"_tamesso","17/11/2008 11:28:02","True"
"_horcagent","06/05/2019 10:15:58","True"
"wiseitusn340","03/06/2013 13:12:07","True"
"wiseitusn355","03/06/2013 13:12:23","True"
"wiseitusn055","03/06/2013 13:07:06","True"
"wiseitusn255","03/06/2013 13:10:38","True"
"wiseitusn405","03/06/2013 13:13:17","True"
"wiseitusn497","03/06/2013 13:14:52","True"
"USN_0800Net_Comp_Med","29/08/2011 11:24:03","True"
"wiseitusn448","03/06/2013 13:14:01","True"
"wiseitusn105","03/06/2013 13:08:01","True"
"wiseitusn273","03/06/2013 13:10:57","True"
"wiseitusn276","03/06/2013 13:11:00","True"
"wiseitusn141","03/06/2013 13:08:39","True"
"wiseitusn103","03/06/2013 13:07:59","True"
"USN_0800Net_vasilham","02/02/2012 14:24:19","True"
"wiseitusn468","03/06/2013 13:14:22","True"
"wiseitusn197","03/06/2013 13:09:39","True"
"USN_0800Net_Conf_Pos","20/09/2011 15:13:45","True"
"wiseitusn396","03/06/2013 13:13:07","True"
"wiseitusn353","03/06/2013 13:12:20","True"
"wiseitusn421","03/06/2013 13:13:33","True"
"wiseitusn466","03/06/2013 13:14:19","True"
"wiseitusn347","03/06/2013 13:12:14","True"
"wiseitusn463","03/06/2013 13:14:16","True"
"wiseitusn368","03/06/2013 13:12:37","True"
"wiseitusn388","03/06/2013 13:12:58","True"
"USN_0800Net_Esp_Disc","08/07/2011 07:38:24","True"
"wiseitusn194","03/06/2013 13:09:36","True"
"wiseitusn024","03/06/2013 13:06:33","True"
"wiseitusn004","03/06/2013 13:06:08","True"
"wiseitusn271","03/06/2013 13:10:55","True"
"wiseitusn222","03/06/2013 13:10:05","True"
"wiseitusn002","03/06/2013 13:06:06","True"
"wiseitusn177","03/06/2013 13:09:18","True"
"wiseitusn319","03/06/2013 13:11:45","True"
"wiseitusn383","03/06/2013 13:12:53","True"
"wiseitusn142","03/06/2013 13:08:40","True"
"wiseitusn374","03/06/2013 13:12:44","True"
"wiseitusn436","03/06/2013 13:13:49","True"
"USN_0800Net_Prog_Fer","01/06/2012 16:30:36","True"
"wiseitusn493","03/06/2013 13:14:48","True"
"wiseitusn147","03/06/2013 13:08:46","True"
"USN_0800Net_bx_af","10/06/2011 10:26:15","True"
"wiseitusn284","03/06/2013 13:11:09","True"
"wiseitusn320","03/06/2013 13:11:46","True"
"wiseitusn369","03/06/2013 13:12:38","True"
"wiseitusn075","03/06/2013 13:07:29","True"
"wiseitusn492","03/06/2013 13:14:47","True"
"wiseitusn426","03/06/2013 13:13:38","True"
"wiseitusn170","03/06/2013 13:09:11","True"
"wiseitusn473","03/06/2013 13:14:27","True"
"USN_0800Net_Atu_Clie","01/12/2011 09:17:49","True"
"wiseitusn322","03/06/2013 13:11:48","True"
"wiseitusn042","03/06/2013 13:06:53","True"
"wiseitusn412","03/06/2013 13:13:24","True"
"wiseitusn337","03/06/2013 13:12:03","True"
"poc_wiseit","06/10/2015 15:07:38","True"
"wiseitusn031","03/06/2013 13:06:41","True"
"wiseitusn138","03/06/2013 13:08:36","True"
"wiseitusn278","03/06/2013 13:11:02","True"
"wiseitusn336","03/06/2013 13:12:02","True"
"wiseitusn496","03/06/2013 13:14:51","True"
"wiseitusn187","03/06/2013 13:09:28","True"
"wiseitusn478","03/06/2013 13:14:33","True"
"wiseitusn439","03/06/2013 13:13:52","True"
"TesteSupCan13","07/02/2013 06:36:17","True"
"wiseitusn162","03/06/2013 13:09:02","True"
"wiseitusn136","03/06/2013 13:08:34","True"
"TesteSupCan06","07/02/2013 06:37:23","True"
"wiseitusn342","03/06/2013 13:12:09","True"
"wiseitusn475","03/06/2013 13:14:29","True"
"wiseitusn346","03/06/2013 13:12:13","True"
"wiseitusn148","03/06/2013 13:08:47","True"
"USN_0800Net_aq_af","13/06/2011 08:49:41","True"
"wiseitusn289","03/06/2013 13:11:14","True"
"wiseitusn212","03/06/2013 13:09:55","True"
"treinamentoedesenvol","23/07/2015 09:39:11","True"
"wiseitusn130","03/06/2013 13:08:28","True"
"wiseitusn366","03/06/2013 13:12:35","True"
"teste0800","14/11/2012 14:38:57","True"
"wiseitusn298","03/06/2013 13:11:24","True"
"wiseitusn371","03/06/2013 13:12:41","True"
"wiseitusn235","03/06/2013 13:10:18","True"
"wiseitusn117","03/06/2013 13:08:14","True"
"USN_0800Net_IGV","09/06/2011 14:04:22","True"
"wiseitusn132","03/06/2013 13:08:30","True"
"wiseitusn061","03/06/2013 13:07:13","True"
"wiseitusn164","03/06/2013 13:09:04","True"
"wiseitusn295","03/06/2013 13:11:21","True"
"wiseitusn348","03/06/2013 13:12:15","True"
"wiseitusn325","03/06/2013 13:11:51","True"
"wiseitusn263","03/06/2013 13:10:47","True"
"wiseitusn313","03/06/2013 13:11:39","True"
"USN_0800Net_Cad_Clie","01/11/2011 09:36:00","True"
"wiseitusn257","03/06/2013 13:10:41","True"
"wiseitusn254","03/06/2013 13:10:37","True"
"wiseitusn293","03/06/2013 13:11:18","True"
"wiseitusn152","03/06/2013 13:08:51","True"
"USN_0800Net_Inc_Cli","01/12/2011 09:27:09","True"
"wiseitusn115","03/06/2013 13:08:12","True"
"wiseitusn316","03/06/2013 13:11:42","True"
"wiseitusn175","03/06/2013 13:09:16","True"
"wiseitusn479","03/06/2013 13:14:34","True"
"wiseitusn074","03/06/2013 13:07:28","True"
"wiseitusn428","03/06/2013 13:13:41","True"
"wiseitusn358","03/06/2013 13:12:26","True"
"wiseitusn067","03/06/2013 13:07:21","True"
"aq_ativo_fixo","10/06/2011 15:29:55","True"
"wiseitusn190","03/06/2013 13:09:31","True"
"wiseitusn499","03/06/2013 13:14:54","True"
"USN_0800Net_CC_RCGra","03/05/2012 17:06:48","True"
"wiseitusn030","03/06/2013 13:06:40","True"
"wiseitusn331","03/06/2013 13:11:57","True"
"USN_0800Net_CP_GV","23/11/2012 08:31:17","True"
"wiseitusn165","03/06/2013 13:09:05","True"
"wiseitusn472","03/06/2013 13:14:26","True"
"wiseitusn365","03/06/2013 13:12:33","True"
"wiseitusn258","03/06/2013 13:10:42","True"
"wiseitusn111","03/06/2013 13:08:08","True"
"wiseitusn076","03/06/2013 13:07:30","True"
"USN_0800Net_tf_af","10/06/2011 10:24:36","True"
"wiseitusn020","03/06/2013 13:06:25","True"
"wiseitusn199","03/06/2013 13:09:41","True"
"TesteSupGas04","06/02/2013 17:16:32","True"
"wiseitusn228","03/06/2013 13:10:11","True"
"wiseitusn012","03/06/2013 13:06:17","True"
"USN_0800Net_Alt_PFer","01/06/2012 16:34:27","True"
"wiseitusn217","03/06/2013 13:10:00","True"
"wiseitusn392","03/06/2013 13:13:02","True"
"USN_rf_Conf_outros","14/12/2012 07:28:42","True"
"wiseitusn189","03/06/2013 13:09:30","True"
"wiseitusn021","03/06/2013 13:06:29","True"
"USN_0800Net_Conf_Out","14/12/2012 07:34:58","True"
"TI_0800Net_Sup_Can","06/06/2011 16:23:05","True"
"wiseitusn230","03/06/2013 13:10:13","True"
"wiseitusn013","03/06/2013 13:06:18","True"
"TesteSupGas03","06/02/2013 17:16:06","True"
"wiseitusn422","03/06/2013 13:13:34","True"
"wiseitusn050","03/06/2013 13:07:01","True"
"TesteSupCan21","06/02/2013 16:58:35","True"
"wiseitusn238","03/06/2013 13:10:21","True"
"wiseitusn052","03/06/2013 13:07:03","True"
"USN_0800Net_Conf_GV","14/12/2012 07:33:47","True"
"wiseitusn022","03/06/2013 13:06:30","True"
"wiseitusn431","03/06/2013 13:13:44","True"
"TesteSupCan04","07/02/2013 06:38:10","True"
"wiseitusn326","03/06/2013 13:11:52","True"
"wiseitusn443","03/06/2013 13:13:56","True"
"TesteSupCan11","07/02/2013 06:36:04","True"
"wiseitusn083","03/06/2013 13:07:38","True"
"wiseitusn102","03/06/2013 13:07:58","True"
"wiseitusn171","03/06/2013 13:09:12","True"
"wiseitusn456","03/06/2013 13:14:09","True"
"teste_prime_coord","01/12/2011 10:25:40","True"
"wiseitusn036","03/06/2013 13:06:46","True"
"wiseitusn240","03/06/2013 13:10:23","True"
"wiseitusn063","03/06/2013 13:07:16","True"
"wiseitusn087","03/06/2013 13:07:42","True"
"wiseitusn241","03/06/2013 13:10:24","True"
"wiseitusn481","03/06/2013 13:14:36","True"
"TesteSupGas02","06/02/2013 17:15:41","True"
"USN_rf_Conf_vasilham","14/12/2012 07:18:44","True"
"_wiseit_hml-sol_serv","07/11/2013 16:38:17","True"
"wiseitusn015","03/06/2013 13:06:20","True"
"wiseitusn191","03/06/2013 13:09:33","True"
"teste_dts","25/05/2012 16:09:08","True"
"TesteSupCan18","07/02/2013 06:32:52","True"
"wiseitusn119","03/06/2013 13:08:16","True"
"wiseitusn056","03/06/2013 13:07:07","True"
"teste_ems","25/05/2012 16:09:52","True"
"TesteSupCan19","06/02/2013 16:57:43","True"
"wiseitusn491","03/06/2013 13:14:46","True"
"wiseitusn218","03/06/2013 13:10:01","True"
"TesteSupGas01","06/02/2013 17:15:12","True"
"TesteSupCan22","06/02/2013 16:59:30","True"
"wiseitusn323","03/06/2013 13:11:49","True"
"wiseitusn101","03/06/2013 13:07:57","True"
"TesteSupCan05","07/02/2013 06:37:44","True"
"wiseitusn417","03/06/2013 13:13:29","True"
"wiseitusn048","03/06/2013 13:06:59","True"
"TesteSupCan12","07/02/2013 06:39:13","True"
"wiseitusn126","03/06/2013 13:08:24","True"
"wiseitusn382","03/06/2013 13:12:52","True"
"teste_prime_cons","01/12/2011 10:23:58","True"
"wiseitusn279","03/06/2013 13:11:03","True"
"wiseitusn304","03/06/2013 13:11:30","True"
"TesteSupCan03","02/10/2013 10:32:06","True"
"wiseitusn333","03/06/2013 13:11:59","True"
"wiseitusn461","03/06/2013 13:14:14","True"
"TesteSupCan10","07/02/2013 06:34:12","True"
"wiseitusn216","03/06/2013 13:09:59","True"
"wiseitusn401","03/06/2013 13:13:12","True"
"TesteSupCan02","07/02/2013 06:38:26","True"
"wiseitusn378","03/06/2013 13:12:48","True"
"wiseitusn236","03/06/2013 13:10:19","True"
"TesteSupCan09","07/02/2013 06:33:01","True"
"wiseitusn327","03/06/2013 13:11:53","True"
"wiseitusn239","03/06/2013 13:10:22","True"
"wiseitusn449","03/06/2013 13:14:02","True"
"wiseitusn058","03/06/2013 13:07:10","True"
"teste_prime_adm","01/12/2011 10:22:37","True"
"wiseitusn308","03/06/2013 13:11:34","True"
"wiseitusn310","03/06/2013 13:11:36","True"
"teste_prime_dir","01/12/2011 10:26:55","True"
"wiseitusn188","03/06/2013 13:09:29","True"
"wiseitusn193","03/06/2013 13:09:35","True"
"TesteSupGas12","11/06/2013 22:55:25","True"
"wiseitusn262","03/06/2013 13:10:46","True"
"wiseitusn088","03/06/2013 13:07:43","True"
"wiseitusn409","03/06/2013 13:13:21","True"
"wiseitusn214","03/06/2013 13:09:57","True"
"wiseitusn363","03/06/2013 13:12:31","True"
"wiseitusn043","03/06/2013 13:06:54","True"
"wiseitusn471","03/06/2013 13:14:25","True"
"wiseitusn227","03/06/2013 13:10:10","True"
"wiseitusn252","03/06/2013 13:10:35","True"
"wiseitusn053","03/06/2013 13:07:04","True"
"wiseitusn220","03/06/2013 13:10:03","True"
"wiseitusn181","03/06/2013 13:09:22","True"
"wiseitusn425","03/06/2013 13:13:37","True"
"wiseitusn292","03/06/2013 13:11:17","True"
"wiseitusn086","03/06/2013 13:07:41","True"
"wiseitusn029","03/06/2013 13:06:38","True"
"wiseitusn018","03/06/2013 13:06:23","True"
"wiseitusn432","03/06/2013 13:13:45","True"
"wiseitusn483","03/06/2013 13:14:38","True"
"wiseitusn338","03/06/2013 13:12:04","True"
"wiseitusn168","03/06/2013 13:09:08","True"
"wiseitusn344","03/06/2013 13:12:11","True"
"wiseitusn457","03/06/2013 13:14:10","True"
"wiseitusn282","03/06/2013 13:11:07","True"
"wiseitusn261","03/06/2013 13:10:45","True"
"wiseitusn264","03/06/2013 13:10:48","True"
"wiseitusn213","03/06/2013 13:09:56","True"
"wiseitusn205","03/06/2013 13:09:47","True"
"wiseitusn179","03/06/2013 13:09:20","True"
"wiseitusn114","03/06/2013 13:08:11","True"
"wiseitusn314","03/06/2013 13:11:40","True"
"wiseitusn172","03/06/2013 13:09:13","True"
"_projeto-wiseit","30/07/2013 15:49:46","True"
"wiseitusn339","03/06/2013 13:12:06","True"
"wiseitusn137","03/06/2013 13:08:35","True"
"wiseitusn224","03/06/2013 13:10:07","True"
"wiseitusn275","03/06/2013 13:10:59","True"
"wiseitusn352","03/06/2013 13:12:19","True"
"wiseitusn379","03/06/2013 13:12:49","True"
"wiseitusn146","03/06/2013 13:08:45","True"
"wiseitusn364","03/06/2013 13:12:32","True"
"treinamentosapiens","16/04/2015 10:50:09","True"
"wiseitusn178","03/06/2013 13:09:19","True"
"wiseitusn231","03/06/2013 13:10:14","True"
"wiseitusn343","03/06/2013 13:12:10","True"
"wiseitusn129","03/06/2013 13:08:27","True"
"wiseitusn200","03/06/2013 13:09:42","True"
"wiseitusn460","03/06/2013 13:14:13","True"
"wiseitusn386","03/06/2013 13:12:56","True"
"wiseitusn159","03/06/2013 13:08:58","True"
"wiseitusn419","03/06/2013 13:13:31","True"
"wiseitusn311","03/06/2013 13:11:37","True"
"wiseitusn090","03/06/2013 13:07:45","True"
"wiseitusn413","03/06/2013 13:13:25","True"
"wiseitusn424","03/06/2013 13:13:36","True"
"wiseitusn253","03/06/2013 13:10:36","True"
"wiseitusn211","03/06/2013 13:09:54","True"
"wiseitusn153","03/06/2013 13:08:52","True"
"wiseitusn394","03/06/2013 13:13:04","True"
"wiseitusn427","03/06/2013 13:13:39","True"
"wiseitusn232","03/06/2013 13:10:15","True"
"wiseitusn384","03/06/2013 13:12:54","True"
"TesteSupGas06","11/06/2013 21:10:18","True"
"wiseitusn154","03/06/2013 13:08:53","True"
"wiseitusn233","03/06/2013 13:10:16","True"
"TesteSupGas07","06/02/2013 17:17:50","True"
"TesteSupGas13","25/10/2013 11:35:23","True"
"wiseitusn250","03/06/2013 13:10:33","True"
"wiseitusn270","03/06/2013 13:10:54","True"
"wiseitusn470","03/06/2013 13:14:24","True"
"wiseitusn411","03/06/2013 13:13:23","True"
"wiseitusn038","03/06/2013 13:06:48","True"
"wiseitusn039","03/06/2013 13:06:50","True"
"wiseitusn329","03/06/2013 13:11:55","True"
"wiseitusn446","03/06/2013 13:13:59","True"
"wiseitusn135","03/06/2013 13:08:33","True"
"wiseitusn309","03/06/2013 13:11:35","True"
"wiseitusn047","03/06/2013 13:06:58","True"
"wiseitusn051","03/06/2013 13:07:02","True"
"wiseitusn256","03/06/2013 13:10:39","True"
"wiseitusn157","03/06/2013 13:08:56","True"
"wiseitusn005","03/06/2013 13:06:09","True"
"wiseitusn128","03/06/2013 13:08:26","True"
"wiseitusn441","03/06/2013 13:13:54","True"
"wiseitusn251","03/06/2013 13:10:34","True"
"wiseitusn380","03/06/2013 13:12:50","True"
"wiseitusn131","03/06/2013 13:08:29","True"
"wiseitusn318","03/06/2013 13:11:44","True"
"wiseitusn395","03/06/2013 13:13:05","True"
"wiseitusn206","03/06/2013 13:09:48","True"
"wiseitusn112","03/06/2013 13:08:09","True"
"wiseitusn019","03/06/2013 13:06:24","True"
"wiseitusn277","03/06/2013 13:11:01","True"
"wiseit-altprofer_hml","14/11/2013 08:31:03","True"
"wiseitusn145","03/06/2013 13:08:44","True"
"wiseitusn104","03/06/2013 13:08:00","True"
"wiseit-mandadcad_hml","14/11/2013 08:35:15","True"
"wiseitusn317","03/06/2013 13:11:43","True"
"wiseitusn488","03/06/2013 13:14:43","True"
"wiseit-contponto_hml","14/11/2013 08:33:42","True"
"wiseitusn081","03/06/2013 13:07:35","True"
"wiseitusn225","03/06/2013 13:10:08","True"
"wiseitusn390","03/06/2013 13:13:00","True"
"wiseitusn007","03/06/2013 13:06:11","True"
"wiseitusn116","03/06/2013 13:08:13","True"
"wiseitusn403","03/06/2013 13:13:14","True"
"wiseitusn003","03/06/2013 13:06:07","True"
"wiseitusn066","03/06/2013 13:07:20","True"
"wiseitusn376","03/06/2013 13:12:46","True"
"wiseitusn437","03/06/2013 13:13:50","True"
"wiseitusn093","03/06/2013 13:07:49","True"
"wiseitusn385","03/06/2013 13:12:55","True"
"wiseitusn245","03/06/2013 13:10:28","True"
"wiseitusn442","03/06/2013 13:13:55","True"
"wiseitusn143","03/06/2013 13:08:42","True"
"wiseitusn485","03/06/2013 13:14:40","True"
"wiseitusn167","03/06/2013 13:09:07","True"
"wiseitusn062","03/06/2013 13:07:15","True"
"wiseitusn060","03/06/2013 13:07:12","True"
"wiseitusn306","03/06/2013 13:11:32","True"
"wiseitusn324","03/06/2013 13:11:50","True"
"wiseitusn234","03/06/2013 13:10:17","True"
"wiseitusn315","03/06/2013 13:11:41","True"
"wiseitusn125","03/06/2013 13:08:23","True"
"wiseitusn160","03/06/2013 13:08:59","True"
"wiseitusn242","03/06/2013 13:10:25","True"
"wiseitusn259","03/06/2013 13:10:43","True"
"wiseitusn144","03/06/2013 13:08:43","True"
"wiseitusn420","03/06/2013 13:13:32","True"
"wiseitusn452","03/06/2013 13:14:05","True"
"TesteSupGas08","06/02/2013 17:18:26","True"
"wiseitusn183","03/06/2013 13:09:24","True"
"wiseitusn476","03/06/2013 13:14:31","True"
"wiseitusn345","03/06/2013 13:12:12","True"
"wiseitusn014","03/06/2013 13:06:19","True"
"wiseitusn246","03/06/2013 13:10:29","True"
"wiseitusn477","03/06/2013 13:14:32","True"
"wiseitusn303","03/06/2013 13:11:29","True"
"wiseitusn453","03/06/2013 13:14:06","True"
"wiseitusn462","03/06/2013 13:14:15","True"
"wiseitusn176","03/06/2013 13:09:17","True"
"wiseitusn156","03/06/2013 13:08:55","True"
"wiseitusn404","03/06/2013 13:13:15","True"
"wiseitusn192","03/06/2013 13:09:34","True"
"wiseitusn361","03/06/2013 13:12:29","True"
"wiseitusn124","03/06/2013 13:08:22","True"
"wiseitusn484","03/06/2013 13:14:39","True"
"wiseitusn467","03/06/2013 13:14:21","True"
"wiseitusn301","03/06/2013 13:11:27","True"
"USN_0800Net_Div_hx","03/08/2012 10:43:02","True"
"wiseitusn201","03/06/2013 13:09:43","True"
"wiseitusn100","03/06/2013 13:07:56","True"
"homologacaosupcanSAP","06/03/2015 15:36:07","True"
"wiseitusn121","03/06/2013 13:08:18","True"
"wiseitusn447","03/06/2013 13:14:00","True"
"supergasbrashomologS","06/03/2015 15:35:19","True"
"wiseitusn281","03/06/2013 13:11:06","True"
"wiseitusn330","03/06/2013 13:11:56","True"
"USN_0800Net_Div_fp","06/06/2012 15:13:50","True"
"wiseitusn091","03/06/2013 13:07:46","True"
"wiseitusn302","03/06/2013 13:11:28","True"
"div_fp","06/08/2012 08:49:42","True"
"wiseitusn169","03/06/2013 13:09:09","True"
"wiseitusn414","03/06/2013 13:13:26","True"
"ems_compras","05/09/2011 09:00:02","True"
"wiseitusn166","03/06/2013 13:09:06","True"
"wiseitusn474","03/06/2013 13:14:28","True"
"div_hx","03/08/2012 17:06:15","True"
"wiseitusn064","03/06/2013 13:07:18","True"
"wiseitusn069","03/06/2013 13:07:23","True"
"wiseitusn078","03/06/2013 13:07:32","True"
"wiseitusn354","03/06/2013 13:12:22","True"
"TesteSupGas11","06/02/2013 17:19:52","True"
"wiseitusn034","03/06/2013 13:06:44","True"
"wiseitusn430","03/06/2013 13:13:43","True"
"wiseitusn082","03/06/2013 13:07:36","True"
"wiseitusn186","03/06/2013 13:09:27","True"
"wiseitusn001","03/06/2013 13:06:05","True"
"wiseitusn418","03/06/2013 13:13:30","True"
"wiseitusn272","03/06/2013 13:10:56","True"
"wiseitusn480","03/06/2013 13:14:35","True"
"wiseitusn133","03/06/2013 13:08:31","True"
"wiseitusn123","03/06/2013 13:08:21","True"
"wiseitusn389","03/06/2013 13:12:59","True"
"wiseitusn185","03/06/2013 13:09:26","True"
"USN_rf_Captac_outros","10/01/2012 08:26:08","True"
"wiseitusn025","03/06/2013 13:06:34","True"
"wiseitusn269","03/06/2013 13:10:53","True"
"wiseitusn208","03/06/2013 13:09:50","True"
"wiseitusn359","03/06/2013 13:12:27","True"
"wiseitusn286","03/06/2013 13:11:11","True"
"wiseitusn113","03/06/2013 13:08:10","True"
"wiseitusn400","03/06/2013 13:13:11","True"
"wiseitusn429","03/06/2013 13:13:42","True"
"wiseitusn215","03/06/2013 13:09:58","True"
"wiseitusn182","03/06/2013 13:09:23","True"
"wiseitusn351","03/06/2013 13:12:18","True"
"wiseitusn362","03/06/2013 13:12:30","True"
"wiseitusn266","03/06/2013 13:10:50","True"
"wiseitusn118","03/06/2013 13:08:15","True"
"wiseitusn006","03/06/2013 13:06:10","True"
"wiseitusn287","03/06/2013 13:11:12","True"
"teste_prime_ger_reg","01/12/2011 10:28:25","True"
"wiseitusn455","03/06/2013 13:14:08","True"
"wiseitusn312","03/06/2013 13:11:38","True"
"wiseitusn044","03/06/2013 13:06:55","True"
"wiseitusn381","03/06/2013 13:12:51","True"
"homolg_triangulus","08/08/2014 13:18:49","True"
"TesteSupCan14","07/02/2013 06:35:41","True"
"wiseitusn321","03/06/2013 13:11:47","True"
"wiseitusn305","03/06/2013 13:11:31","True"
"TesteSupCan07","07/02/2013 06:37:06","True"
"TesteSupGas05","06/02/2013 17:16:56","True"
"wiseitusn207","03/06/2013 13:09:49","True"
"wiseitusn408","03/06/2013 13:13:20","True"
"teste_prime_ger","01/12/2011 10:29:02","True"
"wiseitusn174","03/06/2013 13:09:15","True"
"wiseitusn221","03/06/2013 13:10:04","True"
"wiseitusn059","03/06/2013 13:07:11","True"
"wiseitusn288","03/06/2013 13:11:13","True"
"wiseitusn016","03/06/2013 13:06:21","True"
"wiseitusn077","03/06/2013 13:07:31","True"
"wiseitusn486","03/06/2013 13:14:41","True"
"wiseitusn108","03/06/2013 13:08:05","True"
"wiseitusn033","03/06/2013 13:06:43","True"
"wiseitusn357","03/06/2013 13:12:25","True"
"wiseitusn406","03/06/2013 13:13:18","True"
"wiseitusn299","03/06/2013 13:11:25","True"
"wiseitusn285","03/06/2013 13:11:10","True"
"wiseitusn223","03/06/2013 13:10:06","True"
"wiseitusn023","03/06/2013 13:06:31","True"
"wiseitusn161","03/06/2013 13:09:01","True"
"wiseitusn495","03/06/2013 13:14:50","True"
"wiseitusn195","03/06/2013 13:09:37","True"
"wiseitusn402","03/06/2013 13:13:13","True"
"wiseitusn229","03/06/2013 13:10:12","True"
"wiseitusn280","03/06/2013 13:11:05","True"
"wiseitusn482","03/06/2013 13:14:37","True"
"wiseitusn134","03/06/2013 13:08:32","True"
"wiseitusn290","03/06/2013 13:11:15","True"
"TesteSupGas10","06/02/2013 17:19:24","True"
"wiseitusn080","03/06/2013 13:07:34","True"
"wiseitusn490","03/06/2013 13:14:45","True"
"wiseitusn184","03/06/2013 13:09:25","True"
"wiseitusn356","03/06/2013 13:12:24","True"
"wiseitusn260","03/06/2013 13:10:44","True"
"wiseitusn328","03/06/2013 13:11:54","True"
"wiseitusn489","03/06/2013 13:14:44","True"
"wiseitusn037","03/06/2013 13:06:47","True"
